api_or_uri,category,label,kind,reachable,reached_from_entrypoint_class,reached_from_entrypoint_method,path_length,path,dfs_depth
androidx.core.location.LocationManagerCompat$GpsStatusTransport-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,<init>,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport-><init>,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$0$androidx-core-location-LocationManagerCompat$GpsStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$0$androidx-core-location-LocationManagerCompat$GpsStatusTransport,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$1$androidx-core-location-LocationManagerCompat$GpsStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1,run,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda1->run -> androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$1$androidx-core-location-LocationManagerCompat$GpsStatusTransport,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$2$androidx-core-location-LocationManagerCompat$GpsStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2,run,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda2->run -> androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$2$androidx-core-location-LocationManagerCompat$GpsStatusTransport,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$3$androidx-core-location-LocationManagerCompat$GpsStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3,run,1,androidx.core.location.LocationManagerCompat$GpsStatusTransport$$ExternalSyntheticLambda3->run -> androidx.core.location.LocationManagerCompat$GpsStatusTransport->lambda$onGpsStatusChanged$3$androidx-core-location-LocationManagerCompat$GpsStatusTransport,1
androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,onGpsStatusChanged,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport->onGpsStatusChanged,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport->register,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,register,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport->register,0
androidx.core.location.LocationManagerCompat$GpsStatusTransport->unregister,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$GpsStatusTransport,unregister,0,androidx.core.location.LocationManagerCompat$GpsStatusTransport->unregister,0
androidx.core.location.LocationManagerCompat$InlineHandlerExecutor->execute,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$InlineHandlerExecutor,execute,0,androidx.core.location.LocationManagerCompat$InlineHandlerExecutor->execute,0
androidx.core.location.LocationManagerCompat$LocationListenerKey-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat$LocationListenerKey-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerKey->equals,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerKey,equals,0,androidx.core.location.LocationManagerCompat$LocationListenerKey->equals,0
androidx.core.location.LocationManagerCompat$LocationListenerKey->hashCode,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerKey,hashCode,0,androidx.core.location.LocationManagerCompat$LocationListenerKey->hashCode,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onProviderEnabled,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderEnabled -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onProviderDisabled,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderDisabled -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onLocationChanged,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onLocationChanged -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onLocationChanged,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onLocationChanged -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onFlushComplete,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onFlushComplete -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onStatusChanged,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onStatusChanged -> androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5,run,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5->run,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat$LocationListenerTransport-><init>,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->getKey,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,removeUpdates,1,androidx.core.location.LocationManagerCompat->removeUpdates -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->getKey,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onFlushComplete$2$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda4->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onFlushComplete$2$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onLocationChanged$0$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda3->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onLocationChanged$0$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onLocationChanged$1$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda2->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onLocationChanged$1$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onProviderDisabled$5$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda1->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onProviderDisabled$5$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onProviderEnabled$4$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onProviderEnabled$4$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onStatusChanged$3$androidx-core-location-LocationManagerCompat$LocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5,run,1,androidx.core.location.LocationManagerCompat$LocationListenerTransport$$ExternalSyntheticLambda5->run -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->lambda$onStatusChanged$3$androidx-core-location-LocationManagerCompat$LocationListenerTransport,1
androidx.core.location.LocationManagerCompat$LocationListenerTransport->onFlushComplete,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onFlushComplete,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onFlushComplete,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport->onLocationChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onLocationChanged,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onLocationChanged,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderDisabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onProviderDisabled,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderDisabled,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderEnabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onProviderEnabled,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onProviderEnabled,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport->onStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$LocationListenerTransport,onStatusChanged,0,androidx.core.location.LocationManagerCompat$LocationListenerTransport->onStatusChanged,0
androidx.core.location.LocationManagerCompat$LocationListenerTransport->unregister,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,removeUpdates,1,androidx.core.location.LocationManagerCompat->removeUpdates -> androidx.core.location.LocationManagerCompat$LocationListenerTransport->unregister,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onFirstFix,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onFirstFix -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0-><init>,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0,run,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0->run,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onSatelliteStatusChanged,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onSatelliteStatusChanged -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1-><init>,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1,run,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1->run,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onStopped,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStopped -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2-><init>,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2,run,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2->run,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onStarted,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStarted -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3-><init>,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3->run,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3,run,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3->run,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onFirstFix$2$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onFirstFix$2$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onSatelliteStatusChanged$3$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1,run,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda1->run -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onSatelliteStatusChanged$3$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onStarted$0$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3,run,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda3->run -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onStarted$0$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onStopped$1$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2,run,1,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport$$ExternalSyntheticLambda2->run -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->lambda$onStopped$1$androidx-core-location-LocationManagerCompat$PreRGnssStatusTransport,1
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onFirstFix,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onFirstFix,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onFirstFix,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onSatelliteStatusChanged,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onSatelliteStatusChanged,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onSatelliteStatusChanged,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStarted,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onStarted,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStarted,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStopped,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport,onStopped,0,androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->onStopped,0
androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->unregister,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,unregisterGnssStatusCallback,2,androidx.core.location.LocationManagerCompat->unregisterGnssStatusCallback -> androidx.core.location.LocationManagerCompat$Api24Impl->unregisterGnssStatusCallback -> androidx.core.location.LocationManagerCompat$PreRGnssStatusTransport->unregister,2
androidx.core.location.LocationManagerCompat-><clinit>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,<clinit>,0,androidx.core.location.LocationManagerCompat-><clinit>,0
androidx.core.location.LocationManagerCompat-><init>,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,<init>,0,androidx.core.location.LocationManagerCompat-><init>,0
androidx.core.location.LocationManagerCompat->getGnssHardwareModelName,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,getGnssHardwareModelName,0,androidx.core.location.LocationManagerCompat->getGnssHardwareModelName,0
androidx.core.location.LocationManagerCompat->getGnssYearOfHardware,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,getGnssYearOfHardware,0,androidx.core.location.LocationManagerCompat->getGnssYearOfHardware,0
androidx.core.location.LocationManagerCompat->hasProvider,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,hasProvider,0,androidx.core.location.LocationManagerCompat->hasProvider,0
androidx.core.location.LocationManagerCompat->isLocationEnabled,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,isLocationEnabled,0,androidx.core.location.LocationManagerCompat->isLocationEnabled,0
androidx.core.location.LocationManagerCompat->lambda$getCurrentLocation$0,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda0,run,1,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda0->run -> androidx.core.location.LocationManagerCompat->lambda$getCurrentLocation$0,1
androidx.core.location.LocationManagerCompat->lambda$registerGnssStatusCallback$1,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2,call,1,androidx.core.location.LocationManagerCompat$$ExternalSyntheticLambda2->call -> androidx.core.location.LocationManagerCompat->lambda$registerGnssStatusCallback$1,1
androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,0,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback,0
androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallbackOnR,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,1,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallbackOnR,1
androidx.core.location.LocationManagerCompat->registerLocationListenerTransport,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,1,androidx.core.location.LocationManagerCompat->requestLocationUpdates -> androidx.core.location.LocationManagerCompat->registerLocationListenerTransport,1
androidx.core.location.LocationManagerCompat->removeUpdates,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,removeUpdates,0,androidx.core.location.LocationManagerCompat->removeUpdates,0
androidx.core.location.LocationManagerCompat->requestLocationUpdates,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,requestLocationUpdates,0,androidx.core.location.LocationManagerCompat->requestLocationUpdates,0
androidx.core.location.LocationManagerCompat->unregisterGnssMeasurementsCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,registerGnssMeasurementsCallback,1,androidx.core.location.LocationManagerCompat->registerGnssMeasurementsCallback -> androidx.core.location.LocationManagerCompat->unregisterGnssMeasurementsCallback,1
androidx.core.location.LocationManagerCompat->unregisterGnssStatusCallback,Location,Location,API,Feasible,androidx.core.location.LocationManagerCompat,unregisterGnssStatusCallback,0,androidx.core.location.LocationManagerCompat->unregisterGnssStatusCallback,0
androidx.core.net.UriCompat-><init>,URI,URI,API,Feasible,androidx.core.net.UriCompat,<init>,0,androidx.core.net.UriCompat-><init>,0
androidx.core.net.UriCompat->toSafeString,URI,URI,API,Feasible,androidx.core.content.pm.ShortcutManagerCompat,getDynamicShortcuts,2,androidx.core.content.pm.ShortcutManagerCompat->getDynamicShortcuts -> androidx.core.content.pm.ShortcutInfoCompat$Builder->build -> androidx.core.net.UriCompat->toSafeString,2
androidx.core.net.UriKt->toFile,URI,URI,API,Feasible,androidx.core.net.UriKt,toFile,0,androidx.core.net.UriKt->toFile,0
androidx.core.net.UriKt->toUri,URI,URI,API,Feasible,androidx.core.net.UriKt,toUri,0,androidx.core.net.UriKt->toUri,0
androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildChildDocumentsUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildChildDocumentsUri,1,androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUri -> androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildChildDocumentsUri,1
androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildChildDocumentsUriUsingTree,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildChildDocumentsUriUsingTree,1,androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUriUsingTree -> androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildChildDocumentsUriUsingTree,1
androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildDocumentUriUsingTree,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildDocumentUriUsingTree,1,androidx.core.provider.DocumentsContractCompat->buildDocumentUriUsingTree -> androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildDocumentUriUsingTree,1
androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildTreeDocumentUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildTreeDocumentUri,1,androidx.core.provider.DocumentsContractCompat->buildTreeDocumentUri -> androidx.core.provider.DocumentsContractCompat$DocumentsContractApi21Impl->buildTreeDocumentUri,1
androidx.core.provider.DocumentsContractCompat$DocumentsContractApi24Impl->isTreeUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,isTreeUri,1,androidx.core.provider.DocumentsContractCompat->isTreeUri -> androidx.core.provider.DocumentsContractCompat$DocumentsContractApi24Impl->isTreeUri,1
androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildChildDocumentsUri,0,androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUri,0
androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUriUsingTree,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildChildDocumentsUriUsingTree,0,androidx.core.provider.DocumentsContractCompat->buildChildDocumentsUriUsingTree,0
androidx.core.provider.DocumentsContractCompat->buildDocumentUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildDocumentUri,0,androidx.core.provider.DocumentsContractCompat->buildDocumentUri,0
androidx.core.provider.DocumentsContractCompat->buildDocumentUriUsingTree,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildDocumentUriUsingTree,0,androidx.core.provider.DocumentsContractCompat->buildDocumentUriUsingTree,0
androidx.core.provider.DocumentsContractCompat->buildTreeDocumentUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,buildTreeDocumentUri,0,androidx.core.provider.DocumentsContractCompat->buildTreeDocumentUri,0
androidx.core.provider.DocumentsContractCompat->isDocumentUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,isDocumentUri,0,androidx.core.provider.DocumentsContractCompat->isDocumentUri,0
androidx.core.provider.DocumentsContractCompat->isTreeUri,URI,URI,API,Feasible,androidx.core.provider.DocumentsContractCompat,isTreeUri,0,androidx.core.provider.DocumentsContractCompat->isTreeUri,0
androidx.core.provider.FontsContractCompat$FontInfo->getUri,URI,URI,API,Feasible,androidx.core.graphics.TypefaceCompatApi26Impl,createFromFontInfo,1,androidx.core.graphics.TypefaceCompatApi26Impl->createFromFontInfo -> androidx.core.provider.FontsContractCompat$FontInfo->getUri,1
androidx.core.telephony.TelephonyManagerCompat$Api23Impl-><init>,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat$Api23Impl,<init>,0,androidx.core.telephony.TelephonyManagerCompat$Api23Impl-><init>,0
androidx.core.telephony.TelephonyManagerCompat$Api23Impl->getDeviceId,Telephony,Telephony,API,Feasible,androidx.core.telephony.TelephonyManagerCompat,getImei,1,androidx.core.telephony.TelephonyManagerCompat->getImei -> androidx.core.telephony.TelephonyManagerCompat$Api23Impl->getDeviceId,1
